meter_id,id,reading_date,units,voltage,temperature,power_factor,load_kw,frequency_hz,phase,status
MTR0000193,1163,2025-02-16 12:18:05.049960,32.72,233.19,35.82,0.971,2.584,50.078,Single,OK
MTR0000193,2197,2024-12-13 15:10:56.331666,49.645,227.91,30.71,0.984,3.065,50.245,Single,OK
MTR0000194,220,2025-07-19 05:47:09.012213,4.504,222.29,23.84,0.94,3.206,50.124,Three,OK
MTR0000194,773,2025-08-04 05:01:28.614157,39.74,236.91,25.02,0.922,2.728,50.402,Single,OK
MTR0000194,1140,2025-06-21 23:29:55.769537,20.61,247.57,35.19,0.939,0.991,50.015,Three,OK
MTR0000194,1761,2025-10-21 15:06:11.552258,49.492,229.27,38.67,0.874,4.156,49.668,Single,OK
MTR0000194,2129,2025-08-03 11:49:22.721436,8.895,227.57,22.87,0.997,4.215,49.537,Single,OK
MTR0000195,1734,2025-05-29 07:09:17.746094,12.616,230.32,31.98,0.802,7.638,49.857,Single,OK
MTR0000195,2818,2025-02-04 01:46:04.734353,41.378,211.82,32.73,0.798,9.653,49.68,Three,OK
MTR0000196,99,2025-03-18 22:06:12.915903,6.285,218.76,33.94,0.978,0.582,49.66,Three,OK
MTR0000196,287,2025-07-25 10:54:40.720548,35.097,217.22,31.68,0.868,3.504,49.627,Three,OK
MTR0000196,1279,2025-05-04 02:14:06.785560,31.166,218.36,20.96,0.85,0.56,50.325,Three,OK
MTR0000196,1598,2025-04-08 07:28:09.439234,8.191,240.57,22.72,0.781,9.602,50.296,Single,OK
MTR0000197,1001,2025-05-04 11:44:51.299309,31.362,231.02,22.3,0.97,4.511,49.562,Three,OK
MTR0000197,1514,2025-11-06 07:05:02.760597,19.642,229.01,34.45,0.815,2.099,49.955,Single,OK
MTR0000197,2560,2025-03-21 04:19:35.457156,21.111,224.28,30.56,0.933,1.753,50.062,Three,OK
MTR0000198,24,2025-08-20 14:40:36.172467,10.677,236.05,33.65,0.854,9.723,50.09,Single,OK
MTR0000198,1661,2025-06-16 11:23:51.845045,25.675,213.65,26.02,0.988,1.647,49.632,Single,OK
MTR0000198,2157,2025-01-28 20:09:20.734887,10.745,231.93,35.78,0.769,1.374,50.05,Single,OK
MTR0000198,2586,2025-06-07 14:54:53.574846,15.135,212.7,34.02,0.971,8.733,50.485,Single,OK
MTR0000199,425,2024-12-22 12:11:37.537601,29.285,247.81,38.1,0.801,9.746,50.171,Three,OK
MTR0000199,910,2025-01-25 01:12:26.107993,20.25,241.07,28.25,0.98,0.758,49.581,Single,OK
MTR0000199,1307,2025-04-23 23:31:16.759051,9.848,237.56,36.67,0.757,5.183,50.125,Three,OK
MTR0000199,2322,2024-12-24 21:54:27.782787,22.725,245.5,29.06,0.752,2.45,50.161,Single,OK
MTR0000199,2420,2025-10-14 00:25:18.151622,27.951,246.46,29.46,0.988,4.701,49.985,Single,OK
MTR0000199,2777,2025-02-13 10:18:36.208473,20.035,247.17,22.09,0.812,9.255,50.208,Single,OK
MTR0000200,733,2025-09-16 10:17:08.178872,29.784,226.44,23.42,0.85,8.397,50.01,Single,OK
MTR0000200,1729,2025-09-08 22:29:06.757457,47.486,242.61,21.08,0.764,9.606,49.971,Single,CHECK
MTR0000201,1765,2025-06-08 13:29:41.562507,15.777,229.9,36.57,0.835,6.944,49.843,Three,OK
MTR0000201,1979,2025-03-16 00:00:30.209850,26.765,226.92,25.12,0.849,7.24,50.102,Three,OK
MTR0000201,2790,2024-12-11 07:28:28.749532,27.747,219.74,34.06,0.79,8.965,50.353,Three,OK
MTR0000202,2182,2025-04-23 16:19:33.213080,22.984,226.2,37.69,0.942,7.879,49.671,Single,OK
MTR0000203,54,2024-12-14 00:58:28.652071,13.276,220.33,37.52,0.852,1.222,50.117,Single,OK
MTR0000203,214,2025-08-21 03:37:50.315382,12.822,211.7,26.94,0.825,2.714,49.639,Three,OK
MTR0000203,1423,2025-03-15 00:53:22.596933,39.688,211.52,32.16,0.836,5.078,49.913,Three,OK
MTR0000203,1605,2025-05-31 15:53:44.353266,11.971,245.55,38.12,0.899,1.861,49.942,Single,OK
MTR0000203,2097,2025-11-02 13:52:07.666897,21.321,241.6,31.96,0.768,2.012,50.238,Single,OK
MTR0000203,2394,2024-12-01 08:27:15.219498,28.469,220.66,39.76,0.863,3.754,50.431,Single,OK
MTR0000203,2910,2025-04-25 08:14:37.102894,44.331,245.27,34.55,0.909,4.097,49.689,Single,OK
MTR0000204,379,2025-01-14 18:17:15.496608,47.96,212.37,30.13,0.881,3.623,50.208,Three,OK
MTR0000204,934,2025-10-07 08:51:08.990334,16.253,230.01,34.95,0.949,7.264,50.337,Single,OK
MTR0000204,2148,2025-03-28 21:01:37.368039,33.602,245.2,32.75,0.832,2.989,50.034,Single,OK
MTR0000204,2513,2025-03-18 14:16:23.222745,39.617,229.28,36.5,0.989,0.603,50.484,Three,OK
MTR0000204,2680,2025-09-10 23:22:33.063453,0.07,212.49,34.02,0.902,3.857,50.058,Three,OK
MTR0000205,1556,2025-03-31 04:56:52.862425,11.243,239.19,38.63,0.918,5.882,49.543,Three,OK
MTR0000205,2982,2025-03-17 16:23:58.009739,41.967,212.73,20.87,0.761,4.597,49.554,Three,OK
MTR0000206,212,2025-03-12 01:37:39.635445,3.219,233.5,32.87,0.813,9.58,49.702,Three,OK
MTR0000206,2048,2025-07-25 21:08:24.009344,7.16,225.36,32.0,0.96,5.213,49.547,Three,OK
MTR0000207,176,2025-09-18 17:28:51.041984,44.925,231.29,26.52,0.984,0.515,49.642,Three,OK
MTR0000207,1954,2025-03-05 08:32:00.175832,33.793,230.45,26.24,0.839,0.235,50.064,Three,OK
MTR0000207,2176,2024-12-29 01:02:39.214785,5.339,248.71,22.49,0.855,7.682,49.689,Single,OK
MTR0000207,2472,2025-11-01 02:12:24.774602,46.493,242.82,21.45,0.83,0.251,49.553,Three,CHECK
MTR0000208,1350,2025-06-29 20:02:27.413653,17.586,213.12,34.28,0.995,0.381,49.856,Three,OK
MTR0000209,815,2025-03-27 06:25:20.742898,8.084,238.31,24.63,0.852,0.921,50.428,Single,OK
MTR0000209,967,2024-11-19 14:40:29.920346,12.835,216.69,38.52,0.948,9.038,49.645,Single,OK
MTR0000209,1669,2025-02-19 09:37:11.384152,30.646,243.64,23.73,0.977,4.326,49.747,Three,OK
MTR0000210,1018,2025-06-30 00:53:58.273895,40.197,224.61,21.66,0.764,7.781,50.159,Single,OK
MTR0000211,1580,2025-01-20 09:57:11.313903,43.536,213.84,31.36,0.789,0.868,50.386,Three,CHECK
MTR0000211,1848,2025-02-02 12:37:42.648499,34.942,229.71,21.1,0.977,0.293,50.048,Three,OK
MTR0000212,301,2025-06-27 04:06:53.429097,28.708,231.66,20.92,0.984,2.246,49.856,Three,OK
MTR0000212,1947,2024-12-02 05:34:31.164921,36.094,227.77,31.78,0.926,4.486,50.098,Three,OK
MTR0000213,183,2025-03-31 11:37:55.392775,27.098,232.22,35.28,0.897,3.663,50.06,Single,OK
MTR0000213,2540,2025-02-10 10:24:46.087917,38.931,223.39,27.5,0.953,5.646,50.108,Single,OK
MTR0000214,2806,2025-01-26 04:24:33.283365,8.142,221.67,30.19,0.839,6.231,49.966,Three,OK
MTR0000215,1545,2025-02-07 21:29:49.088179,23.777,248.96,29.55,0.785,8.249,50.354,Three,OK
MTR0000215,2809,2025-08-26 19:55:01.998330,24.41,228.02,37.49,0.778,5.346,49.963,Three,OK
MTR0000216,1051,2024-12-23 02:45:29.162738,8.333,240.3,32.45,0.84,6.322,50.474,Single,OK
MTR0000216,2166,2025-06-10 07:58:54.964465,39.659,242.6,22.82,0.78,3.221,49.847,Single,OK
MTR0000217,1017,2025-09-02 02:19:16.038312,9.341,220.59,21.65,0.889,0.074,50.321,Three,OK
MTR0000217,1147,2025-06-10 11:57:58.634491,37.845,238.99,35.4,0.938,3.859,50.041,Single,OK
MTR0000218,11,2025-10-19 08:47:03.512308,43.397,247.05,35.32,0.818,1.019,49.705,Three,CHECK
MTR0000218,197,2024-12-14 10:39:48.681195,0.639,215.01,30.6,0.984,7.4,49.733,Single,OK
MTR0000218,1660,2024-12-27 09:53:36.347289,47.975,227.5,27.38,0.914,7.2,49.678,Three,OK
MTR0000218,2133,2025-07-06 21:50:12.350078,14.296,241.71,22.96,0.757,6.307,49.877,Single,OK
MTR0000219,741,2025-09-02 17:51:17.024447,16.011,247.65,30.04,0.83,7.224,49.652,Single,OK
MTR0000219,1265,2025-03-16 11:28:39.755722,33.874,224.18,30.27,0.988,2.657,50.079,Three,OK
MTR0000219,1593,2025-05-27 08:49:56.635443,39.021,238.8,32.52,0.764,9.533,49.637,Three,OK
MTR0000219,2132,2025-08-12 02:37:20.208553,22.49,219.08,31.72,0.813,9.065,50.116,Single,OK
MTR0000219,2849,2024-12-08 14:09:08.861480,23.992,235.35,23.27,0.947,1.017,50.312,Three,OK
MTR0000220,57,2024-11-21 02:55:09.046793,0.49,232.05,26.76,0.951,0.456,50.076,Single,OK
MTR0000220,1388,2025-03-16 20:33:57.273345,0.447,243.32,24.36,0.831,9.458,50.425,Three,OK
MTR0000220,2053,2025-02-15 09:27:34.270122,30.688,218.94,24.09,0.849,6.918,50.276,Three,OK
MTR0000220,2652,2025-07-23 01:10:00.331483,4.759,211.13,26.4,0.928,6.289,49.835,Single,OK
MTR0000221,72,2025-07-29 05:05:03.007467,44.761,221.96,30.73,0.894,3.285,49.686,Single,OK
MTR0000222,1303,2025-05-09 22:16:47.889110,38.865,219.61,24.15,0.871,5.4,49.706,Three,OK
MTR0000222,2243,2024-12-06 06:09:57.984241,1.983,243.3,21.43,0.867,9.991,49.93,Three,OK
MTR0000222,2558,2025-02-27 13:35:57.244993,7.068,235.8,32.15,0.765,6.689,50.283,Single,OK
MTR0000223,480,2025-09-27 17:01:37.953179,45.576,213.59,36.44,0.823,4.48,49.559,Single,OK
MTR0000223,828,2025-04-25 21:37:42.914429,15.743,221.95,22.64,0.857,0.771,50.041,Single,OK
MTR0000223,2398,2025-09-21 04:26:21.083580,40.732,227.61,30.02,0.82,7.579,50.326,Three,OK
MTR0000224,604,2025-03-12 09:37:38.864873,25.548,249.88,23.75,0.982,9.416,50.029,Three,OK
MTR0000224,2874,2025-06-23 11:03:57.022194,45.303,232.66,21.44,0.834,2.346,49.735,Single,OK
MTR0000225,1696,2025-10-17 10:42:20.341518,15.253,219.83,31.72,0.858,9.773,49.66,Three,OK
MTR0000225,1747,2025-03-26 01:37:36.801753,1.744,229.74,28.34,0.863,2.601,50.391,Three,OK
MTR0000225,2436,2025-02-09 11:05:49.183358,18.316,231.07,33.36,0.914,5.061,49.97,Single,OK
MTR0000225,2545,2024-12-13 12:28:12.889755,17.097,233.85,26.61,0.974,5.248,49.538,Three,OK
MTR0000225,2605,2025-02-09 08:49:05.922343,0.197,232.86,39.43,0.919,7.32,49.63,Single,OK
MTR0000226,497,2025-08-28 13:48:16.750760,45.892,240.93,38.92,0.773,9.185,49.796,Single,OK
MTR0000226,591,2025-05-26 19:36:16.932282,24.096,248.62,23.96,0.776,0.447,50.442,Single,OK
MTR0000226,2080,2025-05-08 05:29:04.210498,15.58,224.52,22.48,0.797,5.407,49.514,Single,OK
MTR0000226,2427,2025-04-08 20:42:42.064563,39.969,223.98,33.42,0.817,4.942,50.3,Three,OK
MTR0000226,2904,2025-04-06 15:38:45.854231,31.125,240.38,28.13,0.948,2.943,50.107,Single,OK
MTR0000227,1373,2025-11-03 05:52:43.145783,7.151,241.06,26.89,0.913,3.53,49.639,Single,OK
MTR0000227,1618,2025-03-13 06:33:59.992241,32.908,232.9,37.43,0.782,1.735,49.875,Three,OK
MTR0000227,2165,2025-07-21 03:49:11.901433,6.505,216.69,20.94,0.885,4.024,49.676,Single,OK
MTR0000227,2527,2025-04-09 00:29:01.861060,8.033,240.81,30.5,0.776,6.241,50.429,Single,OK
MTR0000227,2581,2025-10-09 13:10:47.582046,14.114,237.73,20.08,0.827,8.087,50.037,Single,OK
MTR0000228,2700,2025-02-09 17:06:19.445085,44.342,228.85,29.2,0.894,7.164,49.862,Single,OK
MTR0000229,279,2025-08-08 15:36:10.405475,34.444,240.08,36.64,0.926,7.749,49.976,Single,OK
MTR0000230,436,2025-04-27 20:17:49.246246,9.298,237.08,31.47,0.775,9.494,50.028,Single,OK
MTR0000231,455,2024-12-02 10:48:02.323304,21.244,239.43,24.64,0.947,1.666,50.049,Three,OK
MTR0000231,1180,2025-06-02 08:56:59.011740,37.523,220.03,27.69,0.885,1.162,50.396,Single,OK
MTR0000231,1207,2024-11-24 23:29:18.659852,33.395,210.33,21.86,0.838,0.321,49.918,Three,OK
MTR0000231,1530,2024-12-07 20:44:30.119529,40.804,241.36,27.16,0.794,1.113,49.861,Single,OK
MTR0000231,1606,2025-02-16 07:43:03.351027,29.845,241.53,31.69,0.817,3.371,50.375,Three,OK
MTR0000231,1968,2024-12-04 15:36:13.608846,1.528,249.11,34.75,0.933,1.961,50.201,Three,OK
MTR0000231,2372,2025-01-09 11:12:08.420370,47.558,219.98,39.34,0.759,9.258,50.423,Single,OK
MTR0000232,1267,2025-07-10 12:28:31.989650,30.175,248.03,31.08,0.863,1.074,50.465,Three,OK
MTR0000232,1340,2025-11-16 22:55:51.271013,14.501,212.1,31.18,0.787,2.358,50.428,Three,OK
MTR0000232,1838,2025-02-26 13:20:03.039248,7.202,248.22,21.29,0.785,2.758,50.374,Single,OK
MTR0000233,12,2025-05-30 01:09:49.862009,45.325,214.52,38.11,0.964,3.38,50.232,Single,OK
MTR0000234,103,2025-03-06 07:10:17.655100,43.052,220.85,33.53,0.915,5.97,49.756,Single,OK
MTR0000234,738,2025-04-10 10:54:26.049599,39.928,244.52,20.53,0.854,9.928,49.989,Three,OK
MTR0000234,833,2025-05-05 23:49:35.063622,45.93,217.66,35.5,0.936,4.182,49.837,Three,OK
MTR0000234,1569,2025-09-18 00:40:59.648071,36.627,238.99,22.06,0.837,6.789,49.748,Three,OK
MTR0000234,2116,2025-08-13 10:23:51.333435,15.655,217.93,27.87,0.881,3.37,50.16,Single,OK
MTR0000235,2426,2024-11-30 03:03:47.374137,42.665,221.51,20.94,0.853,6.557,50.345,Three,OK
MTR0000235,2685,2025-05-12 13:58:43.545906,29.476,249.59,22.03,0.969,0.226,50.091,Single,OK
MTR0000236,336,2024-12-18 16:20:06.513983,44.36,247.29,24.65,0.77,1.918,49.578,Single,OK
MTR0000236,1239,2025-02-24 14:24:20.063532,19.308,244.72,36.72,0.962,5.107,49.816,Single,CHECK
MTR0000236,1810,2025-01-14 09:47:53.611628,30.222,219.52,38.64,0.992,9.179,49.572,Three,OK
MTR0000236,2376,2025-02-11 10:29:46.777572,38.369,219.43,24.71,0.81,0.529,50.371,Single,OK
MTR0000236,2415,2025-10-10 10:55:41.337745,25.186,247.62,39.02,0.772,5.932,49.979,Single,OK
MTR0000237,592,2025-08-21 05:27:12.763906,29.113,230.11,23.26,0.924,4.307,49.708,Three,OK
MTR0000237,1438,2025-06-21 01:29:13.397534,39.656,223.04,39.07,0.772,9.95,49.811,Single,OK
MTR0000237,2150,2024-12-14 18:41:03.447740,1.749,213.11,37.76,0.942,2.742,49.611,Single,OK
MTR0000237,2791,2025-06-05 12:55:08.420157,35.145,242.95,35.86,0.751,5.676,50.202,Three,OK
MTR0000237,2845,2025-03-19 06:32:17.546541,8.748,237.02,28.68,0.75,4.711,49.999,Single,OK
MTR0000238,1097,2025-04-08 18:39:06.649906,7.311,236.47,31.89,0.889,2.895,50.109,Three,CHECK
MTR0000239,40,2025-09-10 23:48:22.941719,5.777,233.26,21.88,0.851,6.006,50.038,Single,OK
MTR0000239,400,2025-06-12 21:45:05.770994,32.339,244.89,29.04,0.755,9.884,49.705,Three,OK
MTR0000239,1365,2025-06-20 22:29:03.191937,33.219,228.81,30.09,0.75,0.035,49.578,Three,OK
MTR0000239,2308,2025-11-17 00:03:39.332095,6.197,221.54,25.91,0.862,6.435,50.157,Single,OK
MTR0000239,2365,2025-09-12 23:06:29.890014,41.07,228.13,25.93,0.895,4.328,50.194,Three,OK
MTR0000240,932,2025-01-13 21:22:19.080759,42.932,248.7,20.88,0.906,4.879,49.797,Single,OK
MTR0000240,2178,2025-01-15 13:36:45.199907,17.728,228.17,39.02,0.975,3.368,50.076,Single,OK
MTR0000240,2789,2024-12-19 00:55:42.691488,33.632,210.88,36.44,0.883,7.831,50.381,Single,OK
MTR0000241,2179,2025-06-30 00:57:37.230740,40.774,243.1,23.74,0.872,3.673,49.67,Single,OK
MTR0000241,2529,2025-03-10 21:53:13.793191,32.868,245.73,23.9,0.888,9.212,49.598,Single,OK
MTR0000242,406,2025-09-13 12:04:55.411693,40.695,211.67,30.73,0.849,6.263,49.958,Single,OK
MTR0000242,1906,2025-03-09 20:29:12.472392,33.063,241.84,38.09,0.912,4.279,50.319,Three,OK
MTR0000243,771,2025-05-14 10:48:35.373702,39.973,210.39,30.17,0.807,4.699,49.69,Three,OK
MTR0000243,935,2025-08-23 13:42:44.449768,7.082,211.15,33.14,0.796,0.207,49.903,Single,OK
MTR0000243,1424,2025-07-11 16:15:23.315864,47.958,226.72,31.24,0.87,7.401,50.457,Three,OK
MTR0000243,2896,2025-10-12 03:47:51.311782,40.347,245.24,30.32,0.798,9.126,50.302,Single,OK
MTR0000244,2284,2025-01-25 16:30:48.302858,29.655,222.42,23.33,0.911,9.433,50.31,Single,OK
MTR0000245,2035,2025-05-21 12:12:36.765438,46.234,211.95,25.34,0.869,4.863,49.511,Single,OK
MTR0000246,1104,2025-05-14 12:04:55.462521,0.146,238.98,39.35,0.81,6.679,49.864,Single,OK
MTR0000247,811,2025-11-04 12:28:19.536095,23.541,231.66,33.47,0.883,0.607,49.853,Single,OK
MTR0000247,1538,2025-09-22 02:48:11.416018,31.294,223.51,23.62,0.98,0.872,49.974,Single,OK
MTR0000247,1760,2025-09-15 19:29:18.973234,17.985,224.02,22.82,0.769,3.084,49.523,Single,OK
MTR0000247,2798,2024-11-30 01:25:17.070571,0.446,220.89,32.49,0.868,2.48,49.857,Single,OK
MTR0000248,382,2025-03-25 18:16:33.797022,3.595,249.63,36.7,0.964,4.831,50.258,Three,OK
MTR0000248,722,2024-12-23 06:33:42.428991,42.159,212.26,28.25,0.781,9.186,49.716,Three,OK
MTR0000248,1092,2024-12-23 11:28:13.210641,47.116,247.21,30.1,0.762,0.927,49.506,Three,OK
MTR0000249,2979,2025-08-18 07:53:07.593172,1.39,218.22,25.32,0.898,0.963,49.516,Single,OK
MTR0000250,1084,2025-06-25 17:10:36.183361,10.022,221.93,24.98,0.754,2.478,49.504,Three,OK
MTR0000250,1503,2025-10-10 04:26:49.137451,49.898,242.85,31.0,0.764,0.808,50.372,Three,OK
MTR0000250,1688,2025-07-21 12:57:39.908774,38.421,245.83,39.72,0.793,9.694,50.254,Three,OK
MTR0000250,1891,2025-09-06 06:42:36.439574,31.132,238.3,37.36,0.833,4.51,50.28,Single,OK
MTR0000250,2033,2025-07-21 04:01:37.654822,12.722,228.14,23.93,0.852,5.038,49.638,Single,OK
MTR0000250,2636,2025-10-22 00:24:22.804751,32.919,240.4,26.66,0.769,8.975,49.662,Single,OK
MTR0000250,2855,2025-08-14 20:51:43.191319,48.751,248.37,23.46,0.922,5.967,50.299,Three,OK
MTR0000251,1495,2025-07-03 10:48:37.308736,35.116,219.57,25.44,0.775,0.958,50.292,Three,OK
MTR0000251,1953,2025-01-28 22:14:29.052349,8.305,225.49,21.3,0.776,9.232,50.41,Three,OK
MTR0000252,267,2025-11-15 06:55:47.811520,25.249,241.01,21.44,0.751,9.082,50.091,Single,OK
MTR0000252,776,2025-04-28 14:35:36.861044,21.221,232.95,30.07,0.786,2.336,50.424,Single,CHECK
MTR0000252,1639,2024-12-03 03:12:07.473129,26.719,216.1,38.77,0.978,7.358,50.051,Single,OK
MTR0000252,2955,2025-07-12 09:31:40.890886,20.068,245.31,33.95,0.949,4.058,50.056,Three,OK
MTR0000253,1184,2025-11-10 06:32:42.202093,0.148,225.12,36.93,0.919,0.379,49.849,Three,OK
MTR0000253,2670,2025-10-30 18:48:03.860255,7.464,215.5,32.47,0.996,0.159,49.85,Three,OK
MTR0000254,441,2024-12-18 21:11:56.684168,47.468,240.93,28.55,0.785,2.897,49.835,Three,OK
MTR0000255,2194,2024-12-28 03:31:19.311543,49.651,213.44,34.48,0.756,5.869,49.506,Three,OK
MTR0000255,2668,2025-01-05 21:42:09.993532,1.974,211.45,25.63,0.819,5.118,50.298,Three,OK
MTR0000257,312,2025-06-26 23:25:54.446400,3.205,243.73,36.17,0.915,0.899,50.216,Single,OK
MTR0000257,414,2025-07-26 21:03:47.058161,33.24,227.73,20.95,0.819,3.119,49.895,Three,OK
MTR0000257,1722,2025-01-10 03:45:21.259141,35.268,241.37,39.23,0.991,9.742,49.832,Three,OK
MTR0000258,740,2025-09-01 19:57:07.631193,0.733,227.05,24.36,0.988,6.88,50.07,Three,OK
MTR0000258,806,2025-03-05 00:19:27.737674,45.476,242.97,28.05,0.761,2.367,50.345,Single,OK
MTR0000258,987,2025-06-28 17:42:29.102304,28.261,210.1,26.97,0.942,1.114,49.752,Three,OK
MTR0000258,2654,2025-11-06 18:41:18.130711,48.469,228.1,35.62,0.758,0.105,49.606,Single,OK
MTR0000258,2892,2025-02-21 12:54:54.519271,36.403,217.91,37.38,0.84,2.532,50.075,Single,OK
MTR0000258,2965,2025-06-17 14:41:58.679945,10.341,233.73,35.24,0.845,9.536,50.026,Three,CHECK
MTR0000259,2497,2025-04-15 16:15:11.210414,19.505,238.58,23.12,0.807,3.41,49.771,Single,OK
MTR0000260,594,2025-01-04 05:48:42.949281,12.254,212.02,32.42,0.993,6.368,49.595,Three,OK
MTR0000260,682,2025-06-05 11:52:32.854421,28.056,243.15,28.07,0.828,0.087,50.295,Single,OK
MTR0000260,1672,2025-03-20 16:12:31.855469,20.661,244.78,33.82,0.808,8.083,50.092,Three,OK
MTR0000260,2711,2025-05-07 14:49:49.774410,47.371,235.68,32.42,0.773,3.809,49.597,Single,OK
MTR0000261,1650,2025-06-27 14:39:43.132356,17.029,236.4,29.74,0.874,9.279,49.647,Single,OK
MTR0000261,2193,2025-03-23 01:50:03.420512,13.947,213.22,27.75,0.794,4.563,50.013,Three,OK
MTR0000261,2261,2025-01-30 09:16:10.780123,35.502,229.34,36.53,0.931,3.083,50.159,Single,CHECK
MTR0000262,229,2024-12-28 17:02:16.846848,47.137,241.16,27.91,0.863,3.897,50.216,Three,OK
MTR0000262,1378,2025-07-15 07:57:22.249908,13.945,232.29,39.38,0.943,9.245,50.106,Single,OK
MTR0000262,2827,2025-10-05 14:27:06.725002,2.413,248.61,20.03,0.904,0.304,50.227,Three,OK
MTR0000263,581,2025-06-05 12:38:18.077580,28.347,249.67,37.49,0.783,2.692,50.202,Three,OK
MTR0000263,940,2025-10-09 01:44:50.196238,35.618,230.07,29.88,0.825,7.788,50.333,Single,OK
MTR0000263,1676,2025-09-17 13:07:59.154497,37.124,249.52,39.11,0.84,2.405,49.658,Single,CHECK
MTR0000264,1683,2025-09-09 11:09:19.759105,48.632,231.94,36.7,0.786,6.269,50.386,Three,OK
MTR0000264,2325,2025-05-07 09:27:11.889986,1.738,210.17,38.94,0.805,5.146,50.499,Three,OK
MTR0000265,245,2025-07-07 19:04:32.636025,31.691,224.93,26.77,0.842,9.01,50.119,Single,OK
MTR0000267,718,2025-04-17 01:31:49.233056,2.258,232.28,25.58,0.987,1.8,50.448,Three,OK
MTR0000267,1068,2024-12-21 05:42:14.818562,44.09,245.91,27.41,0.823,2.507,49.7,Three,OK
MTR0000267,2629,2025-02-11 19:03:40.546070,36.569,213.21,33.7,0.985,3.719,49.645,Single,OK
MTR0000268,1469,2025-01-17 13:39:47.207895,27.902,235.77,24.81,0.838,0.551,49.942,Single,OK
MTR0000268,1896,2025-05-24 13:01:07.588804,5.616,231.09,24.97,0.886,9.147,49.782,Three,OK
MTR0000268,2196,2024-12-22 17:16:47.765365,30.37,221.71,35.48,0.798,5.74,49.856,Single,OK
MTR0000268,2614,2025-03-13 16:34:39.484186,39.915,247.88,21.43,0.838,2.084,49.898,Three,OK
MTR0000269,981,2025-03-24 04:10:08.943789,38.894,223.47,36.97,0.933,0.999,50.226,Single,OK
MTR0000270,614,2025-01-09 22:58:00.412675,0.69,249.51,24.76,0.822,7.599,50.462,Single,OK
MTR0000270,1534,2025-11-02 13:16:31.173024,47.311,231.73,30.31,0.777,4.827,50.377,Three,OK
MTR0000270,1619,2025-08-28 07:52:05.107411,39.987,229.72,33.1,0.926,8.647,50.449,Single,OK
MTR0000270,2887,2025-10-02 01:01:16.854640,7.0,216.45,39.06,0.848,5.466,49.881,Single,OK
MTR0000271,2905,2024-12-18 00:39:05.985137,23.175,246.82,26.34,0.836,6.097,49.973,Three,OK
MTR0000272,1296,2025-01-17 19:36:08.509990,48.005,249.77,20.85,0.809,5.832,49.629,Single,OK
MTR0000272,1806,2025-02-27 15:29:12.285887,46.28,242.68,31.95,0.778,5.147,50.368,Single,OK
MTR0000273,112,2024-12-03 04:44:00.431890,6.096,232.71,21.63,0.829,6.053,49.501,Single,OK
MTR0000273,752,2025-04-04 14:18:51.134422,3.935,234.78,36.6,0.779,8.517,49.793,Single,OK
MTR0000273,810,2025-08-05 04:27:37.909885,6.283,225.93,23.79,0.791,0.628,50.368,Three,CHECK
MTR0000273,1738,2025-06-11 20:30:44.899401,15.72,232.48,27.04,0.977,1.38,49.597,Three,OK
MTR0000273,2071,2025-04-19 13:15:40.291503,49.356,232.86,29.91,0.954,3.978,49.955,Three,OK
MTR0000273,2989,2025-02-16 10:35:03.471928,5.142,230.22,27.51,0.816,5.36,50.068,Single,CHECK
MTR0000274,565,2025-11-07 01:30:47.596015,37.471,213.34,35.44,0.835,2.463,50.326,Single,CHECK
MTR0000274,1694,2025-01-10 12:57:57.794393,17.71,249.18,27.8,0.914,7.044,50.177,Single,OK
MTR0000274,2616,2025-02-26 19:27:18.007097,5.17,221.61,38.12,0.768,7.337,49.747,Single,OK
MTR0000274,2641,2025-09-29 00:44:39.373092,15.782,218.64,32.64,0.756,5.252,50.264,Three,OK
MTR0000274,2759,2025-08-01 12:58:14.405331,12.391,249.41,29.3,0.959,0.514,50.315,Three,OK
MTR0000275,169,2025-01-03 03:45:30.771192,35.464,232.99,27.83,0.936,6.68,50.449,Three,OK
MTR0000275,2422,2024-11-23 08:16:16.079987,7.738,236.04,24.54,0.857,6.079,50.312,Three,OK
MTR0000276,439,2025-08-06 04:25:53.651304,9.036,221.36,34.78,0.885,4.265,49.77,Three,OK
MTR0000276,462,2025-05-21 01:48:31.902654,5.942,232.38,25.73,0.795,4.671,49.75,Three,OK
MTR0000277,553,2025-07-20 14:04:07.782850,40.923,231.43,28.53,0.85,8.634,50.188,Single,OK
MTR0000277,648,2025-04-08 16:51:55.336341,23.324,228.04,23.3,0.966,5.279,50.138,Single,CHECK
MTR0000277,2272,2025-07-08 20:31:20.648450,42.355,237.34,29.49,0.751,0.628,50.234,Three,OK
MTR0000277,2535,2025-11-12 09:50:16.940864,10.924,236.98,36.76,0.982,1.302,49.65,Single,OK
MTR0000278,1458,2025-10-07 00:35:09.456168,40.569,222.03,31.93,0.945,1.227,50.243,Three,OK
MTR0000279,300,2025-01-25 14:03:56.823830,29.864,212.57,34.73,0.863,9.765,50.311,Single,OK
MTR0000279,575,2025-05-30 04:49:14.582774,19.785,217.2,25.5,0.831,1.751,50.102,Single,OK
MTR0000279,2455,2024-12-07 10:24:57.511431,39.824,226.35,21.1,0.906,3.713,49.936,Single,OK
MTR0000279,2962,2025-09-26 13:46:32.447989,19.581,234.76,33.73,0.965,3.004,50.391,Three,OK
MTR0000280,2124,2025-06-25 15:02:03.391372,22.621,223.02,39.53,0.764,5.4,49.7,Single,OK
